Name,Birthday,Sex,email,Address,Company,Profession,Salary_USD$,foundation_date,city_id,city_name,state_id,state_code,state_name,Funs_club
Mr. Trevor Aguirre MD,1969-10-08,N,blood@gmail.com,"74629 Albert Dale Suite 765
North Michael, CT 67926","Harris, Wilson and Gonzalez","Engineer, control and instrumentation",2216,2017-12-13,111330,Andrews,1440,IN,Indiana,The NY Mythology Group
Andrew Lloyd,1975-10-02,N,eat@gmail.com,"Unit 7102 Box 9168
DPO AP 65120",Hodges LLC,Museum/gallery curator,3846,2019-12-23,141173,Brook Park,4851,OH,Ohio,The Chicago Natural Building Meetup Group
Alexander Peters,1942-08-30,M,think@gmail.com,"234 Dean Pike Apt. 539
Wilsonville, TX 16305",Mcclure-Torres,"Horticulturist, amenity",4922,2019-11-13,126348,Shiloh,1425,IL,Illinois,The Chicago New In Town Meetup Group
Jeffrey Howell,1986-03-27,F,build@gmail.com,"16551 Linda Vista Apt. 111
Woodsbury, ND 19540",Reynolds-Quinn,Company secretary,3165,2019-06-19,112709,Breaux Bridge,1457,LA,Louisiana,The New York City New In Town Meetup Group
Amy Wright,1992-05-23,N,difficult@gmail.com,"9181 Brian Canyon
Collinsmouth, MT 67469","Petersen, Price and Khan",Technical sales engineer,3243,2018-11-01,125096,Richmond,1416,CA,California,"NYC Travel, Local Trips, and Nightlife"
Hunter Hart,1953-08-13,N,at@gmail.com,"7136 Young Cape
South Frank, VA 22780",Brown and Sons,"Scientist, marine",4471,2020-03-04,121446,Mays Chapel,1401,MD,Maryland,Hypnosis & NLP NYC - Update Your Brain
Christopher Hunter,1999-02-25,M,you@gmail.com,"66826 Ballard Center Apt. 366
Garciashire, IA 87568","Snyder, Jackson and Smith",Probation officer,2006,2020-02-29,114933,Cusseta,1455,GA,Georgia,NYC Non-Profit Meetup Club (NYCNP)
David Rogers,1995-07-07,N,candidate@gmail.com,"59225 Ricky Inlet
North Calvinfort, DC 53111",Lamb Inc,Dramatherapist,4397,2020-01-02,122008,Moapa Valley,1458,NV,Nevada,Resilience NYC Meetup Group
Abigail Martin,2004-09-21,F,shoulder@gmail.com,"4377 Kevin Mount Apt. 717
Millsburgh, AR 28245",Bass-Good,Sales promotion account executive,3018,2018-06-11,117389,Goodrich,1426,MI,Michigan,The TriState Pagan Community
John Ball,1988-11-05,F,after@gmail.com,"00180 Jensen Route Apt. 941
South Marymouth, MA 86859","Bernard, Krause and Edwards",Corporate investment banker,2983,2020-04-02,116339,Fairmount,1454,TN,Tennessee,The NYC Paranormal Meetup
Courtney Garcia,1938-02-05,N,public@gmail.com,"12740 Michael Cliffs Suite 875
East Matthewburgh, AZ 93662","Silva, Rose and Snyder",Architect,1682,2018-07-27,119098,Jackson Parish,1457,LA,Louisiana,NY Photo & Safari Meetup
Larry Jackson,1992-04-06,F,good@gmail.com,"5347 Tanya Prairie Apt. 163
Josephshire, WI 40593",Mason-Edwards,Chartered legal executive (England and Wales),1877,2019-01-21,113883,Chester,1401,MD,Maryland,SF PHP Community
Gary Smith,1992-08-16,N,do@gmail.com,"71128 Parker Spur
West Rachel, FL 34471",Hanson Inc,Field seismologist,3036,2020-03-21,120980,Madera,1416,CA,California,The Chicago Poker Meetup Group
James Sullivan,1954-09-30,F,what@gmail.com,"5603 Kathryn Curve Suite 888
Wheelerchester, AR 69871","Barrett, Reynolds and Sawyer",Operations geologist,3870,2017-12-11,125731,Salem,1447,NC,North Carolina,New York City Poker Group
Beverly Flowers,1943-11-30,F,bag@gmail.com,"93256 Smith Pines Apt. 391
Maryview, SD 90133",Bates-Bauer,Fine artist,2067,2019-07-30,126719,South Rosemary,1447,NC,North Carolina,The NYC Polish Social Group
Stacey Greer,1975-02-20,N,establish@gmail.com,"5912 Jessica River
New Brittney, AZ 91227",Andrews Inc,Firefighter,1732,2018-09-09,120726,Lone Grove,1421,OK,Oklahoma,The New York City Pomeranian Meetup Group
Brandon Li,1955-02-19,F,film@gmail.com,"4165 John Inlet Suite 621
Gabrielaberg, OH 05431",Nguyen-Hernandez,Television camera operator,4683,2018-07-21,116307,Fairfax County,1427,VA,Virginia,The New York City Progressive Muslim Meetup Group
Jessica Dean,1960-12-30,M,compare@gmail.com,"600 Carpenter Vista
Lake Stacieberg, GA 61269",Ward-Pennington,"Journalist, broadcasting",2358,2018-10-25,142991,Arecibo,1449,PR,Puerto Rico,Chicago Pugs
Elizabeth May,1988-02-12,N,Mr@gmail.com,"478 Ashley Terrace
Courtneyview, MD 11647",Jackson PLC,"Embryologist, clinical",3431,2018-05-08,114133,Clarkdale,1434,AZ,Arizona,The NYC Pug Meetup Group
Gregory Callahan,1976-10-20,F,poor@gmail.com,"60606 Virginia Port
Andersonmouth, AR 61920","Meyer, Juarez and Bauer",Hydrographic surveyor,3354,2020-02-18,125869,Sandoval County,1423,NM,New Mexico,The New York City Rat Meetup Group
Brandon Gonzales Jr.,1940-11-20,M,southern@gmail.com,"9638 Shepherd Causeway
Port Robertmouth, GA 75865",Dougherty Group,IT trainer,2365,2018-06-16,126276,Shelby County,1451,MO,Missouri,The Live Food Chicago Community
Corey Nguyen,1984-02-02,F,during@gmail.com,"PSC 4725, Box 5198
APO AA 42696",Brown Group,Systems developer,4851,2018-01-15,112455,Blossburg,1422,PA,Pennsylvania,The New York City Raw Food Meetup Group
Rebecca Melendez,1994-02-20,N,serve@gmail.com,"53978 Cindy Divide
East Elizabethstad, NY 23417","Ware, Watson and Jimenez",Regulatory affairs officer,1725,2020-03-07,129334,Wilson County,1406,KS,Kansas,"The New York City, Boston Red Sox meetup group."
Thomas Golden,1996-10-29,F,hundred@gmail.com,"12049 Stewart Run Suite 557
Lake Travis, AZ 43237",Robinson and Sons,Exhibition designer,3619,2019-10-07,123539,Orchards,1462,WA,Washington,NYC Reiki & Spiritual Healing Events
Ashley Walker,1949-03-29,F,type@gmail.com,"723 Jessica Stravenue Apt. 405
East Troy, SD 98594",Nolan-Miller,Minerals surveyor,3272,2019-08-02,115770,East Washington,1422,PA,Pennsylvania,The New York City-BKLYN-L.I. Republican Party Meetup Group
Denise Campbell,1998-03-06,N,fire@gmail.com,"5902 Holly Terrace Suite 014
Lake Paul, MI 93961",Mayer Group,"Social research officer, government",1866,2020-04-17,124352,Platte City,1451,MO,Missouri,The San Francisco Ruby Meetup Group
Pam Gardner,1962-07-14,F,she@gmail.com,"970 Katherine Roads Apt. 632
Port Linda, AL 26051",Richard and Sons,Museum/gallery conservator,1807,2018-01-30,125627,Saint Cloud,1420,MN,Minnesota,The New York City Russian Language Meetup Group
Charles Martinez,1970-01-13,N,catch@gmail.com,"34772 Graham Corner Apt. 265
Lake Jordan, WI 54775","Woods, Edwards and Russo","Engineer, electronics",3585,2018-12-15,127691,Toccoa,1455,GA,Georgia,Sultry Salsa Dancers Chicago
Margaret Taylor,1986-07-04,F,do@gmail.com,"USNS Barr
FPO AP 03241",Mathis Group,Ceramics designer,4808,2018-05-26,125751,Saline County,1406,KS,Kansas,The New York Latin Social Group
Jesse Anderson,1951-11-20,N,only@gmail.com,"3101 Mccormick Island
West Olivia, LA 06346","Johnson, Johnson and James","Engineer, control and instrumentation",4688,2018-06-15,118429,Hildale,1414,UT,Utah,"NYC Satanists, Luciferians, Dark Pagans, and LHP Occultists"
Lauren Rhodes,1955-10-13,F,see@gmail.com,"965 April Summit Apt. 225
West Linda, NC 69817",Sanchez PLC,Field seismologist,3032,2018-09-24,124906,Ravenel,1443,SC,South Carolina,The Chicago Sci-Fi/Fantasy Meetup Group
Rachel Gomez,2000-07-22,M,involve@gmail.com,"2047 Peter Lights
Williamsshire, OH 36291",Howard Ltd,Microbiologist,1603,2019-10-16,114210,Clear Lake,1445,SD,South Dakota,The New York City Sci-Fi/Fantasy Meetup Group
Alison Rich,1999-04-04,N,church@gmail.com,"6337 Cowan Passage Suite 596
Lake Shannonview, HI 77491",Bradley Group,Environmental consultant,2328,2020-03-24,113451,Carroll County,1455,GA,Georgia,World Writers-the NYC SciFi Fantasy Writers meetup
Jacob Vargas,1975-10-24,N,president@gmail.com,"532 Donald Circle
New Stephaniemouth, NJ 94253","Smith, Marshall and Huff","Therapist, horticultural",1568,2018-11-04,122072,Monroe County,1440,IN,Indiana,NYC Screenwriters Collective
Elizabeth White,1960-06-27,F,court@gmail.com,"3993 Michael Hills Apt. 214
Port Eric, CT 36739",Hughes LLC,Architectural technologist,4654,2018-02-23,143142,Mucarabones,1449,PR,Puerto Rico,"Love, Happiness & Success NYC"
Amy Wilson DDS,1987-11-25,M,high@gmail.com,"70520 Foster Wall
Woodsview, VT 02158",Hughes-Rodriguez,"Surveyor, planning and development",4026,2018-10-14,111252,Altus,1421,OK,Oklahoma,Saturday Strategy & Euro Boardgames
Randy Schaefer,1948-08-19,M,act@gmail.com,"4483 Anthony Row Apt. 018
Robertstad, KY 51834",Miller Inc,Architectural technologist,3852,2019-05-25,129361,Winchester,1458,NV,Nevada,NYC Settlers of Catan Meetup Group
Stephanie Herrera,1996-06-30,N,specific@gmail.com,"9331 Thomas Viaduct
Jeffersonstad, ND 34534",Owens-Howe,Furniture conservator/restorer,3804,2017-11-13,122460,Mullens,1429,WV,West Virginia,The New York City Shih Tzu Meetup Group
Mark Mann,1941-05-04,F,until@gmail.com,"9073 Joseph Ranch
Port Melanie, SD 16018",Meyer Ltd,Fitness centre manager,3731,2018-09-04,119652,Kirkland,1462,WA,Washington,The San Francisco Shih Tzu Meetup Group
Donald Wood,1943-11-14,F,evidence@gmail.com,"Unit 7414 Box 2618
DPO AA 20031",Hayden-Mcguire,"Presenter, broadcasting",2840,2017-11-07,112428,Bledsoe County,1454,TN,Tennessee,Chicago Shyness and Social Anxiety Meetup
Curtis Juarez,1989-09-11,F,movement@gmail.com,"087 Wolfe Shores
Grayshire, AZ 79525",Porter Group,Herbalist,3459,2019-03-04,113719,Chamberlayne,1427,VA,Virginia,Events for Wine Lovers
Lori Allen,1996-08-23,F,place@gmail.com,"984 Kelly Crossroad Suite 510
East Walter, AR 95642","Carpenter, Collins and Clay",Occupational hygienist,4390,2017-05-09,118199,Haywood County,1454,TN,Tennessee,Chicago Business Leaders Forum
Jennifer Ayers,1938-02-13,M,on@gmail.com,"607 Ortega Village
Lake Raymond, WV 67490","Castillo, Moss and Garcia",Aid worker,4161,2019-02-26,121393,Massena,1452,NY,New York,New York Business Network
Ashley Lewis,1966-03-06,F,road@gmail.com,"96428 Michael Drive Apt. 139
North Richardchester, WY 54757",Smith PLC,Media buyer,2205,2017-07-14,124166,Piedmont,1443,SC,South Carolina,The New York City Social Networking Meetup Group
Cory Fuller,1940-07-26,F,kind@gmail.com,"03343 Schaefer Hills Apt. 215
South Diane, MI 02957","James, Johnson and Walls",Building control surveyor,2284,2018-05-23,124437,Poland,1453,ME,Maine,The Chicago Spanish Language Meetup Group
Bryce Chavez,1991-06-17,N,more@gmail.com,"8127 Hannah Shores Suite 654
Lake Anthonyburgh, WI 56555","Coffey, Johnson and Davis",Chief of Staff,2870,2018-04-16,123593,Osawatomie,1406,KS,Kansas,The New York Spanish Language Meetup
Kendra Campos,1943-06-24,M,miss@gmail.com,"24950 Paula Village
Michaelview, MT 55476",Casey-Hall,Technical author,3720,2019-05-23,126535,Smyrna,1455,GA,Georgia,San Francisco Spanish-Language MeetUp
Traci Anderson,1988-06-04,M,character@gmail.com,"90651 Diane Meadow Apt. 429
East Elizabethview, CT 60976",Montgomery Inc,"Engineer, broadcasting (operations)",2800,2018-03-09,117509,Grant County,1419,KY,Kentucky,The New York City Eastern Spirituality Meetup Group
Norman Hall,1997-04-14,N,task@gmail.com,"441 Andrew Squares
Clarkestad, MN 23808",Williamson-Galloway,"Conservation officer, historic buildings",3715,2019-06-19,117156,Georgetown,1455,GA,Georgia,The New York City Star Trek Meetup Group
Andrea Francis,1998-09-01,F,perhaps@gmail.com,"339 Zachary Burgs Apt. 026
Foxchester, VA 41120","Skinner, Reid and Espinoza",Museum/gallery conservator,4333,2017-11-02,118682,Hot Springs,1444,AR,Arkansas,The  New York City Star Wars  Meetup
Kim Hamilton,1952-12-16,F,thus@gmail.com,"071 Teresa Corners
Lake Kevinburgh, IN 11802",Pugh-Hernandez,"Scientist, product/process development",4620,2018-04-30,126271,Shelby,1446,MT,Montana,The New York City Pittsburgh Steelers Meetup Group
Jason Cook,2002-10-12,F,perhaps@gmail.com,"0014 Ashley Tunnel Apt. 992
Ericshire, NJ 71156","David, Mcdonald and Wall",Phytotherapist,2843,2017-11-07,141696,Sebring,4851,OH,Ohio,The Chicago T'ai Chi Meetup Group
Caroline Harmon,1997-09-14,N,account@gmail.com,"41154 Turner Ridge Suite 513
Nielsenfort, KY 95046","Dickerson, Davenport and Vazquez",Hotel manager,1946,2020-03-08,124131,Philipsburg,1422,PA,Pennsylvania,Forest Hills Tarot Meetup~ Tarot Community
Lori Payne,1989-08-28,F,question@gmail.com,"32298 Kayla Forest Suite 123
North Christopherfort, CT 87904","Manning, Hudson and Foster","Scientist, marine",3764,2018-05-25,126816,Spearfish,1445,SD,South Dakota,The New York City Tarot Meetup Group
Andrew Hernandez,1944-04-22,F,product@gmail.com,"742 Brian Mountain
Shawnshire, DE 59873",Pitts PLC,"Designer, multimedia",1801,2020-03-02,112963,Bryant,1444,AR,Arkansas,Thai Language Meetup of NYC and NJ
Nicole Jones,1944-02-13,F,marriage@gmail.com,"7058 Paul Inlet
North Patriciaborough, WV 53749","Phillips, May and Sims",Site engineer,2427,2017-10-14,119894,Lake County,1420,MN,Minnesota,Chicago Theater Goers Meetup Group
Sarah Dickerson,1942-07-06,N,allow@gmail.com,"4917 Kristina Well Suite 680
Anthonyside, TN 79287",Pratt Ltd,Marine scientist,4107,2017-07-18,113630,Celina,1454,TN,Tennessee,The Chicago Townhall Meetup Group
Deanna Yates,1966-02-15,M,office@gmail.com,"1221 Justin Ridges Apt. 212
Chapmanmouth, LA 19790","Camacho, Caldwell and Cantu","Surveyor, commercial/residential",3982,2018-03-07,114991,Dallas,1422,PA,Pennsylvania,New York City Futurist Group
Laura Mcintyre,1945-05-02,M,effort@gmail.com,"Unit 5439 Box 3491
DPO AE 19282","Thompson, Mills and Lewis","Optician, dispensing",4632,2018-08-19,123817,Paradise,1422,PA,Pennsylvania,The Chicago Travel Meetup Group
Miguel Lester,1983-04-08,F,woman@gmail.com,"412 Wayne Shoals Apt. 610
Reginaldtown, ID 15040","Hamilton, Alexander and Griffin",Audiological scientist,2779,2019-09-17,123692,Oxon Hill-Glassmanor,1401,MD,Maryland,NYC World Travelers Group
Steven Nguyen,1974-01-19,F,religious@gmail.com,"13487 King Mission Suite 957
North Christine, DC 19306",Johnson-Price,Teaching laboratory technician,3624,2019-01-30,118424,Hightstown,1417,NJ,New Jersey,SF Travel Addicts
Monica Lane,1982-05-26,N,process@gmail.com,"227 Katelyn Locks Suite 876
New Jamiefort, IL 52956",Rhodes Ltd,Multimedia specialist,1852,2017-05-14,115309,Dexter,1426,MI,Michigan,The Chicago Vampire Meetup Group
Christina Huff,1983-03-11,N,tend@gmail.com,"73340 Newman Well
Kaylaburgh, CA 57618",Mcconnell-Hall,Best boy,4092,2020-03-12,126873,Spring Ridge,1422,PA,Pennsylvania,Vegan Chicago
Jason Marshall Jr.,1998-02-21,M,child@gmail.com,"6449 Crosby Fords
Rileyville, MD 37866",Watson PLC,Economist,4192,2017-10-25,121865,Mill Hall,1422,PA,Pennsylvania,NYC Vegan EatUP
Bailey Mack,1993-12-31,N,media@gmail.com,"913 Brock Throughway
Ericamouth, NC 25723",Duffy-Obrien,Manufacturing engineer,4854,2019-09-02,122277,Morrison County,1420,MN,Minnesota,The New York City Vegetarian & Vegan Meetup
Brandi Gutierrez,1942-10-11,N,peace@gmail.com,"75230 Cordova Trace
Petersenton, MT 55594",Short PLC,"Production designer, theatre/television/film",2921,2018-02-28,114485,Columbia Falls,1446,MT,Montana,New York Vietnamese Meetup Group
Michael Daniel,1941-12-14,M,person@gmail.com,"510 Hart Creek Apt. 674
Robertstad, CA 58223",Schneider-Ruiz,Catering manager,3545,2019-01-29,128483,Warren,1422,PA,Pennsylvania,NYC Web Design Meetup
Anthony Greene,2003-01-16,M,pick@gmail.com,"790 Frank Fields
North Jasonville, UT 39778",Mccormick and Sons,Health and safety adviser,4987,2018-10-26,117105,Garwood,1417,NJ,New Jersey,NYC Wine Club
Samuel Sparks,1983-06-14,N,everything@gmail.com,"3434 Fox Forges
Vanessaside, TX 68687",Perez LLC,Electrical engineer,1979,2018-06-26,113224,Callaway,1436,FL,Florida,The New York City Witches Meetup Group
Yolanda Baker,1990-04-18,M,defense@gmail.com,"2741 Patterson Dale Apt. 028
Jonesland, HI 63194",Cummings PLC,"Engineer, civil (consulting)",2115,2018-03-19,127878,Tujunga,1416,CA,California,San Francisco Yorkshire Terrier & Dog Friends Meetup Group
Christopher Moore,1972-03-22,M,but@gmail.com,"353 Burke Pike
Adamsshire, NJ 90315","Perez, Thomas and Garcia",Clothing/textile technologist,3743,2018-09-29,141780,Vandalia,4851,OH,Ohio,The New York Young Republican Club
Dean Mccoy,1982-05-28,M,drive@gmail.com,"2971 Daniel Gateway
New Adam, SD 35994",Burns-Harris,"Radiographer, diagnostic",4637,2019-07-18,111172,Aliceville,1456,AL,Alabama,The New York City Democratic Party Meetup Group
Jacqueline Williams,1968-09-26,F,card@gmail.com,"8326 Chambers Trace
Port Christopherville, MT 78985","Page, Gardner and Knight",Armed forces technical officer,4944,2017-12-30,116381,Falls City,1408,NE,Nebraska,The Upper Manhattan Democracy for America/DFNYC Meetup Group
Shawn Davidson,1992-04-27,M,necessary@gmail.com,"4054 Leslie Station
East Jillianbury, MA 94688",Perez-Gray,Horticultural consultant,3926,2017-09-20,124208,Pinch,1429,WV,West Virginia,The Lower Manhattan Democracy for America/DFNYC Meetup Group
Jennifer Hooper,1949-12-09,N,rest@gmail.com,"5450 Nichole Crescent
East Austin, IL 52429",Macdonald LLC,Multimedia programmer,2726,2020-03-08,111231,Altadena,1416,CA,California,The New York Hong Kong/Cantonese Meetup Group
Jodi Frye,1943-06-22,N,with@gmail.com,"45479 Tyler Turnpike Suite 335
Alvarezmouth, AR 48846",Chung Inc,"Lecturer, further education",2463,2019-10-03,123211,Nowthen,1420,MN,Minnesota,"Chicago Arabic language, Culture & civilization Club"
Michael Erickson,1962-11-30,M,heavy@gmail.com,"5872 Snyder Greens
Taylorborough, AL 15272","Henderson, Mitchell and Acosta",Hospital doctor,1681,2019-01-17,119205,Jeffersontown,1419,KY,Kentucky,The New York French Language Meetup Group
Angela Rowe DDS,1978-12-23,M,nature@gmail.com,"PSC 3497, Box 5776
APO AA 04676","Thomas, Stewart and Henry",Maintenance engineer,3346,2018-10-06,114924,Cupertino,1416,CA,California,New York City/Long Island Archery Group
Jamie Yoder,1944-07-10,N,religious@gmail.com,"724 Jennifer Roads Apt. 079
Kathrynburgh, NH 36874",Robinson LLC,"Development worker, community",4348,2020-03-23,141455,Lisbon,4851,OH,Ohio,Graphic Design NYC
Meredith Ramirez,1991-03-11,M,more@gmail.com,"90340 Steele Wall Apt. 140
Payneton, AR 78126","Bennett, Garcia and Mills",Systems analyst,2166,2019-12-04,111554,Aspermont,1407,TX,Texas,Union Square Reading Group
Glen Gibson,1978-05-04,M,seem@gmail.com,"700 Cynthia Corners Apt. 342
South Janiceborough, CT 01925",Hernandez-Harding,Retail manager,2473,2019-05-15,111819,Bardonia,1452,NY,New York,Low Stakes Poker in Midtown
Melinda Arellano,1962-09-12,F,expect@gmail.com,"3985 Jessica Lights Suite 491
South John, VA 81784",Johnson-Haley,Surgeon,1557,2018-12-01,114266,Clint,1407,TX,Texas,SOCIAL SAN FRANCISCO
Susan Moran,1999-01-23,M,term@gmail.com,"602 Norris Forest Apt. 416
Johnfort, MD 72909","Soto, Lawrence and Patel",Barrister,3827,2017-05-17,122455,Mulberry,1440,IN,Indiana,The International Music Photographers Lounge
Robert Rowe,1966-12-15,M,more@gmail.com,"331 Wise Plaza
East Gregoryville, KS 34445",Burgess and Sons,Bookseller,2538,2018-02-06,116126,Enfield,1453,ME,Maine,The Chicago Texas Holdem Meetup Group (C-THEM)
Clayton Rodgers,2004-05-23,M,fall@gmail.com,"8863 Poole Dam Apt. 635
West Scottville, MA 30600",Wiggins PLC,"Scientist, audiological",4625,2020-02-02,124277,Pipestone,1420,MN,Minnesota,New York City Swing Dance Group
Timothy Marshall,1942-04-02,F,father@gmail.com,"2735 Gerald Squares Apt. 673
Port Russell, AK 54426","Young, Brock and Mcclure",Sales promotion account executive,2343,2017-10-19,111971,Beale Air Force Base,1416,CA,California,The World Food Lover's Dining Out Group
Joel Andrews,1946-07-27,M,while@gmail.com,"333 Richard Forge Suite 916
Johnchester, VA 96322",Carter-Bird,Psychiatrist,2801,2018-12-31,125742,Salida,1416,CA,California, NYC Entrepreneurs - Collaborate Innovate Expand
Courtney Dixon,1941-09-08,N,company@gmail.com,"0838 Shawn Squares
East Amanda, MO 97614",Brown-Mills,"Engineer, automotive",4273,2019-10-23,127927,Twin Lake,1426,MI,Michigan,! New York Social Society Meetup Group !
